Samples,profile_id,latitude,longitude,BD (g/cm3),SOC (g/kg),SOCD (kg/m2),upper_dept,lower_dept,Depth,DEM,NDVI,MAT,MAP,PET,AI,pH,Sand,Silt,Clay,CLCD,SOCD__meth,References,Year
7164,2016,25.87158,112.7962,1.46,3.39,0.99,90,110,100,228.64 ,0.59 ,18.16 ,118.92 ,1179.00 ,1.21 ,6.52 ,14.39 ,54.22 ,65.15 ,1,Measurement,"Liu et al., 2022",2014
7165,2017,28.06277778,110.0841667,1.06,14.7,1.56,0,10,5,136.80 ,0.43 ,17.62 ,111.84 ,1146.11 ,1.17 ,6.02 ,16.78 ,52.12 ,60.21 ,1,Measurement,"Liu et al., 2022",2014
7166,2017,28.06277778,110.0841667,1.22,14.7,1.43,10,18,14,136.80 ,0.43 ,17.62 ,111.84 ,1146.11 ,1.17 ,6.13 ,16.84 ,52.37 ,61.31 ,1,Measurement,"Liu et al., 2022",2014
7167,2017,28.06277778,110.0841667,1.36,10.9,1.48,18,28,23,136.80 ,0.43 ,17.62 ,111.84 ,1146.11 ,1.17 ,6.33 ,16.95 ,53.34 ,63.28 ,1,Measurement,"Liu et al., 2022",2014
7168,2017,28.06277778,110.0841667,1.43,3.58,2.66,28,80,54,136.80 ,0.43 ,17.62 ,111.84 ,1146.11 ,1.17 ,6.67 ,21.08 ,48.44 ,66.71 ,1,Measurement,"Liu et al., 2022",2014
7169,2017,28.06277778,110.0841667,1.46,5.19,1.52,80,100,90,136.80 ,0.43 ,17.62 ,111.84 ,1146.11 ,1.17 ,6.70 ,20.54 ,52.07 ,66.97 ,1,Measurement,"Liu et al., 2022",2014
7170,2018,28.43388889,114.1533333,0.93,50.09,5.59,0,12,6,1472.32 ,0.68 ,11.47 ,154.61 ,979.73 ,1.89 ,4.69 ,49.08 ,27.48 ,46.88 ,2,Measurement,"Liu et al., 2022",2014
7171,2018,28.43388889,114.1533333,1.25,28.91,7.23,12,32,22,1472.32 ,0.68 ,11.47 ,154.61 ,979.73 ,1.89 ,4.90 ,49.44 ,30.50 ,49.01 ,2,Measurement,"Liu et al., 2022",2014
7172,2018,28.43388889,114.1533333,1.21,12.71,3.23,32,53,42.5,1472.32 ,0.68 ,11.47 ,154.61 ,979.73 ,1.89 ,5.13 ,51.49 ,31.48 ,51.28 ,2,Measurement,"Liu et al., 2022",2014
7173,2018,28.43388889,114.1533333,1.57,5.47,2.06,53,77,65,1472.32 ,0.68 ,11.47 ,154.61 ,979.73 ,1.89 ,5.26 ,54.05 ,28.72 ,52.62 ,2,Measurement,"Liu et al., 2022",2014
7174,2018,28.43388889,114.1533333,1.57,5.6,1.14,77,90,83.5,1472.32 ,0.68 ,11.47 ,154.61 ,979.73 ,1.89 ,5.32 ,56.00 ,25.82 ,53.22 ,2,Measurement,"Liu et al., 2022",2014
7175,2019,26.38111111,112.5825,1.16,12.82,3.87,0,26,13,93.01 ,0.45 ,18.46 ,118.56 ,1186.14 ,1.20 ,5.66 ,7.05 ,40.53 ,56.57 ,2,Measurement,"Liu et al., 2022",2014
7176,2019,26.38111111,112.5825,1.36,4.43,1.45,26,50,38,93.01 ,0.45 ,18.46 ,118.56 ,1186.14 ,1.20 ,5.93 ,8.24 ,40.68 ,59.27 ,2,Measurement,"Liu et al., 2022",2014
7177,2019,26.38111111,112.5825,1.43,3.6,2.83,50,105,77.5,93.01 ,0.45 ,18.46 ,118.56 ,1186.14 ,1.20 ,5.83 ,9.56 ,38.91 ,58.27 ,2,Measurement,"Liu et al., 2022",2014
7178,2019,26.38111111,112.5825,1.34,2.9,2.91,105,180,142.5,93.01 ,0.45 ,18.46 ,118.56 ,1186.14 ,1.20 ,5.82 ,10.48 ,38.66 ,58.16 ,2,Measurement,"Liu et al., 2022",2014
7179,2020,25.7575,112.1305556,1.33,13.58,3.61,0,20,10,384.90 ,0.45 ,17.71 ,122.71 ,1170.00 ,1.26 ,5.54 ,13.41 ,35.09 ,55.35 ,1,Measurement,"Liu et al., 2022",2014
7180,2020,25.7575,112.1305556,1.45,3.55,2.06,20,60,40,384.90 ,0.45 ,17.71 ,122.71 ,1170.00 ,1.26 ,5.73 ,15.31 ,30.71 ,57.33 ,1,Measurement,"Liu et al., 2022",2014
7181,2020,25.7575,112.1305556,1.13,3.56,2.82,60,130,95,384.90 ,0.45 ,17.71 ,122.71 ,1170.00 ,1.26 ,5.93 ,9.59 ,33.52 ,59.28 ,1,Measurement,"Liu et al., 2022",2014
7182,2020,25.7575,112.1305556,1.47,3.3,3.4,130,200,165,384.90 ,0.45 ,17.71 ,122.71 ,1170.00 ,1.26 ,5.73 ,14.97 ,27.87 ,57.27 ,1,Measurement,"Liu et al., 2022",2014
7183,2021,25.30805556,111.5258333,1.41,18.47,10.42,0,40,20,220.00 ,0.49 ,18.86 ,128.20 ,1230.50 ,1.25 ,5.53 ,17.20 ,38.47 ,55.27 ,1,Measurement,"Liu et al., 2022",2014
7184,2021,25.30805556,111.5258333,1.34,12.88,3.45,40,60,50,220.00 ,0.49 ,18.86 ,128.20 ,1230.50 ,1.25 ,5.78 ,19.21 ,29.12 ,57.77 ,1,Measurement,"Liu et al., 2022",2014
7185,2021,25.30805556,111.5258333,1.37,7.29,3.99,60,100,80,220.00 ,0.49 ,18.86 ,128.20 ,1230.50 ,1.25 ,5.89 ,18.29 ,32.25 ,58.92 ,1,Measurement,"Liu et al., 2022",2014
7186,2021,25.30805556,111.5258333,1.36,5.55,3.77,100,150,125,220.00 ,0.49 ,18.86 ,128.20 ,1230.50 ,1.25 ,5.92 ,16.25 ,35.42 ,59.23 ,1,Measurement,"Liu et al., 2022",2014
7187,2021,25.30805556,111.5258333,1.28,3.5,2.24,150,200,175,220.00 ,0.49 ,18.86 ,128.20 ,1230.50 ,1.25 ,5.92 ,14.41 ,31.29 ,59.19 ,1,Measurement,"Liu et al., 2022",2014
7188,2022,25.4425,111.9936111,1.32,10.52,1.81,0,13,6.5,272.90 ,0.56 ,18.35 ,123.92 ,1190.00 ,1.25 ,5.29 ,15.30 ,41.01 ,52.88 ,2,Measurement,"Liu et al., 2022",2014
7189,2022,25.4425,111.9936111,1.54,5.05,1.71,13,35,24,272.90 ,0.56 ,18.35 ,123.92 ,1190.00 ,1.25 ,5.26 ,15.74 ,39.09 ,52.57 ,2,Measurement,"Liu et al., 2022",2014
7190,2022,25.4425,111.9936111,1.51,3.56,2.42,35,80,57.5,272.90 ,0.56 ,18.35 ,123.92 ,1190.00 ,1.25 ,5.40 ,19.22 ,30.54 ,53.98 ,2,Measurement,"Liu et al., 2022",2014
7191,2022,25.4425,111.9936111,1.55,3.1,2.64,80,135,107.5,272.90 ,0.56 ,18.35 ,123.92 ,1190.00 ,1.25 ,5.50 ,16.77 ,38.64 ,55.01 ,2,Measurement,"Liu et al., 2022",2014
7192,2022,25.4425,111.9936111,1.43,3.79,3.52,135,200,167.5,272.90 ,0.56 ,18.35 ,123.92 ,1190.00 ,1.25 ,5.53 ,16.86 ,33.11 ,55.26 ,2,Measurement,"Liu et al., 2022",2014
7193,2023,26.71972222,112.6072222,0.92,11.39,2.1,0,20,10,95.70 ,0.61 ,18.21 ,118.78 ,1182.65 ,1.20 ,5.50 ,17.55 ,42.80 ,54.99 ,2,Measurement,"Liu et al., 2022",2014
7194,2023,26.71972222,112.6072222,1.22,12.6,3.07,20,40,30,95.70 ,0.61 ,18.21 ,118.78 ,1182.65 ,1.20 ,5.62 ,20.80 ,42.49 ,56.23 ,2,Measurement,"Liu et al., 2022",2014
7195,2023,26.71972222,112.6072222,1.4,4.79,4.69,40,110,75,95.70 ,0.61 ,18.21 ,118.78 ,1182.65 ,1.20 ,5.70 ,20.66 ,37.57 ,56.99 ,2,Measurement,"Liu et al., 2022",2014
7196,2023,26.71972222,112.6072222,1.43,2.78,2.39,110,170,140,95.70 ,0.61 ,18.21 ,118.78 ,1182.65 ,1.20 ,5.67 ,21.10 ,37.83 ,56.70 ,2,Measurement,"Liu et al., 2022",2014
7197,2024,28.40388889,114.0780556,0.99,19.35,5.17,0,27,13.5,773.63 ,0.63 ,13.98 ,141.42 ,1092.00 ,1.55 ,4.91 ,32.94 ,40.13 ,49.11 ,2,Measurement,"Liu et al., 2022",2014
7198,2024,28.40388889,114.0780556,1.32,7.76,2.36,27,50,38.5,773.63 ,0.63 ,13.98 ,141.42 ,1092.00 ,1.55 ,4.89 ,35.78 ,37.36 ,48.91 ,2,Measurement,"Liu et al., 2022",2014
7199,2024,28.40388889,114.0780556,1.29,3.47,1.12,50,75,62.5,773.63 ,0.63 ,13.98 ,141.42 ,1092.00 ,1.55 ,4.94 ,36.85 ,35.79 ,49.36 ,2,Measurement,"Liu et al., 2022",2014
7200,2024,28.40388889,114.0780556,1.21,1.97,1.55,75,140,107.5,773.63 ,0.63 ,13.98 ,141.42 ,1092.00 ,1.55 ,5.11 ,36.72 ,35.49 ,51.08 ,2,Measurement,"Liu et al., 2022",2014
7201,2025,25.38388889,111.5558333,1.09,15.53,2.54,0,15,7.5,185.73 ,0.53 ,18.95 ,126.58 ,1232.00 ,1.23 ,5.18 ,10.47 ,41.18 ,51.76 ,2,Measurement,"Liu et al., 2022",2014
7202,2025,25.38388889,111.5558333,1.14,5.44,2.17,15,50,32.5,185.73 ,0.53 ,18.95 ,126.58 ,1232.00 ,1.23 ,5.39 ,13.65 ,36.75 ,53.95 ,2,Measurement,"Liu et al., 2022",2014
7203,2025,25.38388889,111.5558333,1.05,5.16,2.17,50,90,70,185.73 ,0.53 ,18.95 ,126.58 ,1232.00 ,1.23 ,5.61 ,12.70 ,35.27 ,56.14 ,2,Measurement,"Liu et al., 2022",2014
7204,2025,25.38388889,111.5558333,0.99,4.5,2.23,90,140,115,185.73 ,0.53 ,18.95 ,126.58 ,1232.00 ,1.23 ,5.67 ,10.79 ,36.38 ,56.72 ,2,Measurement,"Liu et al., 2022",2014
7205,2025,25.38388889,111.5558333,0.93,4.26,2.38,140,200,170,185.73 ,0.53 ,18.95 ,126.58 ,1232.00 ,1.23 ,5.59 ,11.09 ,28.50 ,55.93 ,2,Measurement,"Liu et al., 2022",2014
7206,2026,28.45083333,114.0158333,0.81,29.37,4.76,0,20,10,170.16 ,0.69 ,16.82 ,123.75 ,1220.03 ,1.22 ,4.91 ,33.28 ,37.42 ,49.10 ,1,Measurement,"Liu et al., 2022",2014
7207,2026,28.45083333,114.0158333,1.36,5.67,3.09,20,60,40,170.16 ,0.69 ,16.82 ,123.75 ,1220.03 ,1.22 ,5.18 ,35.03 ,34.24 ,51.84 ,1,Measurement,"Liu et al., 2022",2014
7208,2026,28.45083333,114.0158333,1.35,3.78,3.07,60,120,90,170.16 ,0.69 ,16.82 ,123.75 ,1220.03 ,1.22 ,5.37 ,32.10 ,38.30 ,53.73 ,1,Measurement,"Liu et al., 2022",2014
7209,2026,28.45083333,114.0158333,1.44,2.37,1.84,120,174,147,170.16 ,0.69 ,16.82 ,123.75 ,1220.03 ,1.22 ,5.52 ,33.23 ,38.39 ,55.17 ,1,Measurement,"Liu et al., 2022",2014
7210,2026,28.45083333,114.0158333,1.34,2.5,0.87,174,200,187,170.16 ,0.69 ,16.82 ,123.75 ,1220.03 ,1.22 ,5.61 ,35.76 ,36.01 ,56.15 ,1,Measurement,"Liu et al., 2022",2014
7211,2027,27.00611111,109.7822222,0.66,58.91,8.94,0,23,11.5,385.02 ,0.59 ,16.42 ,107.42 ,1101.00 ,1.17 ,5.34 ,13.87 ,52.98 ,53.43 ,2,Measurement,"Liu et al., 2022",2014
7212,2027,27.00611111,109.7822222,1.43,6.7,4.98,23,75,49,385.02 ,0.59 ,16.42 ,107.42 ,1101.00 ,1.17 ,5.44 ,14.13 ,49.53 ,54.35 ,2,Measurement,"Liu et al., 2022",2014
7213,2027,27.00611111,109.7822222,1.25,2.46,1.2,75,114,94.5,385.02 ,0.59 ,16.42 ,107.42 ,1101.00 ,1.17 ,5.47 ,14.28 ,51.84 ,54.67 ,2,Measurement,"Liu et al., 2022",2014
7214,2027,27.00611111,109.7822222,1.6,2.32,1.34,114,150,132,385.02 ,0.59 ,16.42 ,107.42 ,1101.00 ,1.17 ,5.60 ,15.24 ,50.85 ,56.03 ,2,Measurement,"Liu et al., 2022",2014
7215,2028,25.63638889,112.4591667,1.3,21.32,11.09,0,40,20,263.00 ,0.50 ,18.33 ,120.58 ,1190.00 ,1.22 ,5.42 ,14.19 ,37.83 ,54.17 ,2,Measurement,"Liu et al., 2022",2014
7216,2028,25.63638889,112.4591667,1.39,9.32,7.77,40,100,70,263.00 ,0.50 ,18.33 ,120.58 ,1190.00 ,1.22 ,5.64 ,15.20 ,37.35 ,56.45 ,2,Measurement,"Liu et al., 2022",2014
7217,2028,25.63638889,112.4591667,1.36,5.22,4.26,100,160,130,263.00 ,0.50 ,18.33 ,120.58 ,1190.00 ,1.22 ,5.62 ,11.98 ,38.03 ,56.19 ,2,Measurement,"Liu et al., 2022",2014
7218,2028,25.63638889,112.4591667,1.33,4.17,2.22,160,200,180,263.00 ,0.50 ,18.33 ,120.58 ,1190.00 ,1.22 ,5.59 ,10.25 ,28.86 ,55.89 ,2,Measurement,"Liu et al., 2022",2014
7219,2029,26.38305556,113.6569444,1.25,22.65,7.36,0,26,13,275.46 ,0.68 ,17.42 ,123.72 ,1193.35 ,1.24 ,5.19 ,26.61 ,39.87 ,51.93 ,2,Measurement,"Liu et al., 2022",2014
7220,2029,26.38305556,113.6569444,1.47,6.21,3.11,26,60,43,275.46 ,0.68 ,17.42 ,123.72 ,1193.35 ,1.24 ,5.03 ,27.36 ,34.90 ,50.34 ,2,Measurement,"Liu et al., 2022",2014
7221,2029,26.38305556,113.6569444,1.48,3.82,4.24,60,135,97.5,275.46 ,0.68 ,17.42 ,123.72 ,1193.35 ,1.24 ,5.18 ,26.90 ,38.85 ,51.79 ,2,Measurement,"Liu et al., 2022",2014
7222,2029,26.38305556,113.6569444,1.43,2.74,1.76,135,180,157.5,275.46 ,0.68 ,17.42 ,123.72 ,1193.35 ,1.24 ,5.41 ,27.24 ,40.87 ,54.12 ,2,Measurement,"Liu et al., 2022",2014
7223,2030,26.73111111,112.145,1.52,13,4.94,0,25,12.5,118.63 ,0.48 ,18.29 ,116.50 ,1182.00 ,1.18 ,5.90 ,25.71 ,40.75 ,58.97 ,1,Measurement,"Liu et al., 2022",2014
7224,2030,26.73111111,112.145,1.51,4.44,2.35,25,60,42.5,118.63 ,0.48 ,18.29 ,116.50 ,1182.00 ,1.18 ,5.92 ,19.75 ,35.81 ,59.23 ,1,Measurement,"Liu et al., 2022",2014
7225,2030,26.73111111,112.145,1.5,4.7,4.23,60,120,90,118.63 ,0.48 ,18.29 ,116.50 ,1182.00 ,1.18 ,5.97 ,19.15 ,40.13 ,59.70 ,1,Measurement,"Liu et al., 2022",2014
7226,2030,26.73111111,112.145,1.44,3.36,2.91,120,180,150,118.63 ,0.48 ,18.29 ,116.50 ,1182.00 ,1.18 ,5.94 ,17.66 ,41.61 ,59.45 ,1,Measurement,"Liu et al., 2022",2014
7227,2031,26.77555556,110.7027778,1.36,5.3,2.88,0,40,20,306.89 ,0.62 ,17.11 ,115.38 ,1141.39 ,1.21 ,6.24 ,16.28 ,50.64 ,62.36 ,1,Measurement,"Liu et al., 2022",2014
7228,2031,26.77555556,110.7027778,1.39,3.97,1.66,40,70,55,306.89 ,0.62 ,17.11 ,115.38 ,1141.39 ,1.21 ,6.42 ,20.06 ,43.23 ,64.24 ,1,Measurement,"Liu et al., 2022",2014
7229,2031,26.77555556,110.7027778,1.45,3.14,2.28,70,120,95,306.89 ,0.62 ,17.11 ,115.38 ,1141.39 ,1.21 ,6.39 ,16.31 ,50.84 ,63.90 ,1,Measurement,"Liu et al., 2022",2014
7230,2031,26.77555556,110.7027778,1.35,2.99,3.23,120,200,160,306.89 ,0.62 ,17.11 ,115.38 ,1141.39 ,1.21 ,6.33 ,16.87 ,49.48 ,63.34 ,1,Measurement,"Liu et al., 2022",2014
7231,2032,28.22027778,113.4869444,0.9,7.61,1.23,0,18,9,142.11 ,0.49 ,17.18 ,120.58 ,1193.00 ,1.21 ,4.83 ,40.16 ,28.96 ,48.30 ,2,Measurement,"Liu et al., 2022",2014
7232,2032,28.22027778,113.4869444,1.35,4.55,1.97,18,50,34,142.11 ,0.49 ,17.18 ,120.58 ,1193.00 ,1.21 ,4.90 ,39.11 ,29.53 ,48.98 ,2,Measurement,"Liu et al., 2022",2014
7233,2032,28.22027778,113.4869444,1.56,2.8,1.75,50,90,70,142.11 ,0.49 ,17.18 ,120.58 ,1193.00 ,1.21 ,5.09 ,43.47 ,27.71 ,50.85 ,2,Measurement,"Liu et al., 2022",2014
7234,2033,27.95833333,112.4983333,1.08,9.08,1.18,0,12,6,100.00 ,0.55 ,17.42 ,115.76 ,1169.00 ,1.19 ,4.79 ,25.57 ,42.58 ,47.86 ,1,Measurement,"Liu et al., 2022",2014
7235,2033,27.95833333,112.4983333,1.39,9.06,2.27,12,30,21,100.00 ,0.55 ,17.42 ,115.76 ,1169.00 ,1.19 ,4.92 ,26.98 ,41.57 ,49.25 ,1,Measurement,"Liu et al., 2022",2014
7236,2033,27.95833333,112.4983333,1.48,5,2.44,30,63,46.5,100.00 ,0.55 ,17.42 ,115.76 ,1169.00 ,1.19 ,4.99 ,25.47 ,38.62 ,49.88 ,1,Measurement,"Liu et al., 2022",2014
7237,2033,27.95833333,112.4983333,1.57,2.23,2.7,63,140,101.5,100.00 ,0.55 ,17.42 ,115.76 ,1169.00 ,1.19 ,5.25 ,27.12 ,45.96 ,52.53 ,1,Measurement,"Liu et al., 2022",2014
7238,2034,26.96083333,111.345,1.42,11.99,6.81,0,40,20,345.00 ,0.63 ,16.93 ,115.42 ,1135.00 ,1.22 ,5.56 ,16.04 ,44.85 ,55.57 ,2,Measurement,"Liu et al., 2022",2014
7239,2034,26.96083333,111.345,1.37,8.69,4.76,40,80,60,345.00 ,0.63 ,16.93 ,115.42 ,1135.00 ,1.22 ,5.72 ,18.92 ,38.83 ,57.20 ,2,Measurement,"Liu et al., 2022",2014
7240,2034,26.96083333,111.345,1.28,5.37,3.44,80,130,105,345.00 ,0.63 ,16.93 ,115.42 ,1135.00 ,1.22 ,5.77 ,13.50 ,48.53 ,57.74 ,2,Measurement,"Liu et al., 2022",2014
7241,2034,26.96083333,111.345,1.26,3.01,2.66,130,200,165,345.00 ,0.63 ,16.93 ,115.42 ,1135.00 ,1.22 ,5.80 ,15.49 ,44.23 ,58.02 ,2,Measurement,"Liu et al., 2022",2014
7242,2035,28.20138889,113.1083333,1.35,6.79,3.39,0,37,18.5,54.89 ,0.50 ,17.73 ,118.43 ,1203.60 ,1.18 ,5.50 ,21.33 ,39.13 ,55.01 ,4,Measurement,"Liu et al., 2022",2014
7243,2035,28.20138889,113.1083333,1.32,3.88,3.22,37,100,68.5,54.89 ,0.50 ,17.73 ,118.43 ,1203.60 ,1.18 ,5.47 ,25.83 ,33.18 ,54.70 ,4,Measurement,"Liu et al., 2022",2014
7244,2035,28.20138889,113.1083333,1.48,2.93,0.91,100,121,110.5,54.89 ,0.50 ,17.73 ,118.43 ,1203.60 ,1.18 ,5.50 ,22.97 ,40.52 ,55.01 ,4,Measurement,"Liu et al., 2022",2014
7245,2035,28.20138889,113.1083333,1.6,2.34,0.9,121,145,133,54.89 ,0.50 ,17.73 ,118.43 ,1203.60 ,1.18 ,5.57 ,22.99 ,41.12 ,55.68 ,4,Measurement,"Liu et al., 2022",2014
7246,2036,28.30611111,113.4988889,1.3,12.78,3.32,0,20,10,115.23 ,0.59 ,17.29 ,120.18 ,1200.94 ,1.20 ,4.94 ,37.21 ,29.16 ,49.44 ,3,Measurement,"Liu et al., 2022",2014
7247,2036,28.30611111,113.4988889,1.53,6.56,2.01,20,40,30,115.23 ,0.59 ,17.29 ,120.18 ,1200.94 ,1.20 ,5.04 ,37.49 ,28.14 ,50.37 ,3,Measurement,"Liu et al., 2022",2014
7248,2036,28.30611111,113.4988889,1.45,4.97,3.6,40,90,65,115.23 ,0.59 ,17.29 ,120.18 ,1200.94 ,1.20 ,5.20 ,41.56 ,21.67 ,52.03 ,3,Measurement,"Liu et al., 2022",2014
7249,2036,28.30611111,113.4988889,1.58,2.84,1.3,90,119,104.5,115.23 ,0.59 ,17.29 ,120.18 ,1200.94 ,1.20 ,5.23 ,40.83 ,26.42 ,52.27 ,3,Measurement,"Liu et al., 2022",2014
7250,2036,28.30611111,113.4988889,1.72,2.22,1.57,119,160,139.5,115.23 ,0.59 ,17.29 ,120.18 ,1200.94 ,1.20 ,5.20 ,42.90 ,25.22 ,51.99 ,3,Measurement,"Liu et al., 2022",2014
7251,2037,26.57361111,113.8802778,1.1,11.27,2.48,0,20,10,272.18 ,0.65 ,17.07 ,124.94 ,1188.16 ,1.26 ,4.83 ,44.46 ,28.26 ,48.31 ,2,Measurement,"Liu et al., 2022",2014
7252,2037,26.57361111,113.8802778,1.12,6.54,2.2,20,50,35,272.18 ,0.65 ,17.07 ,124.94 ,1188.16 ,1.26 ,4.89 ,45.15 ,26.01 ,48.88 ,2,Measurement,"Liu et al., 2022",2014
7253,2037,26.57361111,113.8802778,1.35,3.65,1.97,50,90,70,272.18 ,0.65 ,17.07 ,124.94 ,1188.16 ,1.26 ,5.09 ,46.11 ,24.95 ,50.90 ,2,Measurement,"Liu et al., 2022",2014
7254,2037,26.57361111,113.8802778,1.33,3.11,2.27,90,145,117.5,272.18 ,0.65 ,17.07 ,124.94 ,1188.16 ,1.26 ,5.18 ,44.90 ,29.09 ,51.76 ,2,Measurement,"Liu et al., 2022",2014
7255,2038,26.67,110.0791667,0.94,23.7,5.57,0,25,12.5,338.21 ,0.57 ,16.85 ,113.25 ,1122.00 ,1.21 ,5.14 ,19.96 ,47.91 ,51.43 ,2,Measurement,"Liu et al., 2022",2014
7256,2038,26.67,110.0791667,1.33,10.31,2.74,25,45,35,338.21 ,0.57 ,16.85 ,113.25 ,1122.00 ,1.21 ,5.16 ,21.15 ,44.93 ,51.56 ,2,Measurement,"Liu et al., 2022",2014
7257,2038,26.67,110.0791667,1.33,4.01,3.47,45,110,77.5,338.21 ,0.57 ,16.85 ,113.25 ,1122.00 ,1.21 ,5.40 ,23.05 ,43.55 ,54.00 ,2,Measurement,"Liu et al., 2022",2014
7258,2038,26.67,110.0791667,1.38,2.88,3.58,110,200,155,338.21 ,0.57 ,16.85 ,113.25 ,1122.00 ,1.21 ,5.54 ,23.40 ,47.21 ,55.37 ,2,Measurement,"Liu et al., 2022",2014
7259,2039,27.44527778,109.6063889,1.16,19.24,5.58,0,25,12.5,369.44 ,0.62 ,16.45 ,103.62 ,1091.20 ,1.14 ,5.26 ,14.87 ,52.57 ,52.63 ,1,Measurement,"Liu et al., 2022",2014
7260,2039,27.44527778,109.6063889,1.11,8.43,4.21,25,70,47.5,369.44 ,0.62 ,16.45 ,103.62 ,1091.20 ,1.14 ,5.62 ,12.94 ,52.13 ,56.24 ,1,Measurement,"Liu et al., 2022",2014
7261,2039,27.44527778,109.6063889,1.4,5.09,2.85,70,110,90,369.44 ,0.62 ,16.45 ,103.62 ,1091.20 ,1.14 ,5.45 ,13.48 ,53.65 ,54.46 ,1,Measurement,"Liu et al., 2022",2014
7262,2039,27.44527778,109.6063889,1.3,2.6,2.03,110,170,140,369.44 ,0.62 ,16.45 ,103.62 ,1091.20 ,1.14 ,5.42 ,17.28 ,50.12 ,54.21 ,1,Measurement,"Liu et al., 2022",2014
7263,2040,28.43,114.1525,0.81,52.6,4.26,0,10,5,1468.25 ,0.60 ,11.34 ,156.17 ,976.00 ,1.92 ,4.83 ,43.58 ,40.12 ,48.32 ,2,Measurement,"Liu et al., 2022",2014
7264,2040,28.43,114.1525,0.81,30.62,3.97,10,26,18,1468.25 ,0.60 ,11.34 ,156.17 ,976.00 ,1.92 ,5.06 ,47.14 ,38.93 ,50.60 ,2,Measurement,"Liu et al., 2022",2014
7265,2040,28.43,114.1525,0.88,15.62,2.89,26,47,36.5,1468.25 ,0.60 ,11.34 ,156.17 ,976.00 ,1.92 ,5.17 ,46.47 ,39.91 ,51.72 ,2,Measurement,"Liu et al., 2022",2014
7266,2040,28.43,114.1525,1.31,7.31,3.45,47,83,65,1468.25 ,0.60 ,11.34 ,156.17 ,976.00 ,1.92 ,5.33 ,50.21 ,32.99 ,53.31 ,2,Measurement,"Liu et al., 2022",2014
7267,2041,26.15,110.1355556,0.84,55.69,11.69,0,25,12.5,1820.38 ,0.62 ,11.14 ,138.80 ,940.28 ,1.77 ,4.97 ,32.22 ,44.06 ,49.72 ,2,Measurement,"Liu et al., 2022",2014
7268,2041,26.15,110.1355556,0.8,24.68,1.58,25,33,29,1820.38 ,0.62 ,11.14 ,138.80 ,940.28 ,1.77 ,5.15 ,31.96 ,46.67 ,51.48 ,2,Measurement,"Liu et al., 2022",2014
7269,2041,26.15,110.1355556,0.92,14.97,4.41,33,65,49,1820.38 ,0.62 ,11.14 ,138.80 ,940.28 ,1.77 ,5.35 ,33.90 ,42.99 ,53.52 ,2,Measurement,"Liu et al., 2022",2014
7270,2041,26.15,110.1355556,1.26,9.8,5.55,65,110,87.5,1820.38 ,0.62 ,11.14 ,138.80 ,940.28 ,1.77 ,5.42 ,42.19 ,32.90 ,54.15 ,2,Measurement,"Liu et al., 2022",2014
7271,2042,28.42027778,114.0980556,0.83,79.59,9.25,0,14,7,1399.36 ,0.64 ,11.94 ,151.75 ,1005.00 ,1.81 ,4.70 ,40.73 ,41.55 ,47.03 ,2,Measurement,"Liu et al., 2022",2014
7272,2042,28.42027778,114.0980556,0.96,33.88,6.18,14,33,23.5,1399.36 ,0.64 ,11.94 ,151.75 ,1005.00 ,1.81 ,4.70 ,46.32 ,39.68 ,46.99 ,2,Measurement,"Liu et al., 2022",2014
7273,2042,28.42027778,114.0980556,1.09,15.56,8.14,33,81,57,1399.36 ,0.64 ,11.94 ,151.75 ,1005.00 ,1.81 ,4.82 ,48.21 ,35.06 ,48.20 ,2,Measurement,"Liu et al., 2022",2014
7274,2042,28.42027778,114.0980556,1.43,6.17,3,81,115,98,1399.36 ,0.64 ,11.94 ,151.75 ,1005.00 ,1.81 ,5.06 ,52.56 ,27.06 ,50.55 ,2,Measurement,"Liu et al., 2022",2014
7275,2042,28.42027778,114.0980556,1.12,2.83,0.32,115,125,120,1399.36 ,0.64 ,11.94 ,151.75 ,1005.00 ,1.81 ,5.14 ,53.55 ,25.52 ,51.36 ,2,Measurement,"Liu et al., 2022",2014
7276,2043,28.4275,114.0913889,0.81,60.79,14.77,0,30,15,1168.64 ,0.63 ,12.49 ,148.21 ,1031.28 ,1.72 ,4.64 ,45.04 ,36.68 ,46.35 ,2,Measurement,"Liu et al., 2022",2014
7277,2043,28.4275,114.0913889,0.95,10,2.85,30,60,45,1168.64 ,0.63 ,12.49 ,148.21 ,1031.28 ,1.72 ,4.69 ,43.44 ,34.93 ,46.90 ,2,Measurement,"Liu et al., 2022",2014
7278,2043,28.4275,114.0913889,1.11,4.27,1.09,60,83,71.5,1168.64 ,0.63 ,12.49 ,148.21 ,1031.28 ,1.72 ,4.84 ,43.00 ,32.22 ,48.36 ,2,Measurement,"Liu et al., 2022",2014
7279,2044,28.41083333,114.1002778,0.83,40.25,4.68,0,14,7,1507.14 ,0.64 ,11.06 ,157.51 ,963.02 ,1.96 ,4.72 ,40.24 ,41.29 ,47.17 ,2,Measurement,"Liu et al., 2022",2014
7280,2044,28.41083333,114.1002778,0.91,21.93,2.79,14,28,21,1507.14 ,0.64 ,11.06 ,157.51 ,963.02 ,1.96 ,4.76 ,42.73 ,40.68 ,47.63 ,2,Measurement,"Liu et al., 2022",2014
